tracking_id	uid	accountNameJa	accountNameEn	title	authors	authorsJa	journal	volume	number	pages	publicationDate	journalType	pubmedId	doi	description	url
tracking-3546	185s304s	鵜崎 真妃	"Uzaki,Mai"	Integration of cell differentiation and initiation of monoterpenoid indole alkaloid metabolism in seed germination of Catharanthus roseus	"Mai Uzaki, Tetsuya Mori, Mayuko Sato, Mayumi Wakazaki, Noriko Takeda-Kamiya, Kotaro Yamamoto, Akio Murakami, Delia Ayled Serna Guerrero, Chizuko Shichijo, Miwa Ohnishi, Kimitsune Ishizaki, Hidehiro Fukaki, Sarah E. O’Connor, Kiminori Toyooka, Tetsuro Mimura, Masami Yokota Hirai"		New Phytologist					INTERNATIONAL				
tracking-3550	daichi	西野 大地	"NISHINO,DAICHI"	無し	無し		無し					INTERNATIONAL				
tracking-3554	nekokoro	大野 陽子	"OONO,YOUKO"	Series of resistance genes in barley (Hordeum vulgare L.) that control Barley yellow mosaic virus multiplication and the root-to-leaf systemic movement.	"Kohei Mishina,Hiroomi Kai,Michio Hamada,Yuhi Haraguchi,Youko Oono,Frank Ordon,Takao Komatsuda"		Plant disease				2024/1/4	DOMESTIC	38173257	10.1094/PDIS-07-23-1451-RE		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38173257&retmode=xml
tracking-3555	miyanari	宮成 悠介	"Miyanari,Yusuke"	Genome-wide ATAC-see screening identifies TFDP1 as a modulator of global chromatin accessibility.	"Satoko Ishii,Taishi Kakizuka,Sung-Joon Park,Ayako Tagawa,Chiaki Sanbo,Hideyuki Tanabe,Yasuyuki Ohkawa,Mahito Nakanishi,Kenta Nakai,Yusuke Miyanari"		Nature genetics				2020/2/5	DOMESTIC	38361031	10.1038/s41588-024-01658-1	"Chromatin accessibility is a hallmark of active regulatory regions and is functionally linked to transcriptional networks and cell identity. However, the molecular mechanisms and networks that govern chromatin accessibility have not been thoroughly studied. Here we conducted a genome-wide CRISPR screening combined with an optimized ATAC-see protocol to identify genes that modulate global chromatin accessibility. In addition to known chromatin regulators like CREBBP and EP400, we discovered a number of previously unrecognized proteins that modulate chromatin accessibility, including TFDP1, HNRNPU, EIF3D and THAP11 belonging to diverse biological pathways. ATAC-seq analysis upon their knockouts revealed their distinct and specific effects on chromatin accessibility. Remarkably, we found that TFDP1, a transcription factor, modulates global chromatin accessibility through transcriptional regulation of canonical histones. In addition, our findings highlight the manipulation of chromatin accessibility as an approach to enhance various cell engineering applications, including genome editing and induced pluripotent stem cell reprogramming."	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38361031&retmode=xml
tracking-3590	ll5ll4ll9ll	今本 南	"Imamoto,Minami"	A severe bottleneck impacted the genomic structure of egg-eating cichlids	"Minami Imamoto, Haruna Nakamura, Mitsuto Aibara, Ryo Hatashima, Takehiko Itoh, Masato Nikaido"		bioRxiv				2023/5/19	INTERNATIONAL		https://doi.org/10.1101/2023.05.17.541056		https://www.biorxiv.org/content/10.1101/2023.05.17.541056v1
tracking-3559	nmizusawa	水澤 奈々美	"Mizusawa,Nanami"	Metagenomic analysis of the microbial communities and associated network of nitrogen metabolism genes in the Ryukyu limestone aquifer.	"Rio Maruyama,Ko Yasumoto,Nanami Mizusawa,Mariko Iijima,Mina Yasumoto-Hirose,Akira Iguchi,Oktanius Richard Hermawan,Takahiro Hosono,Ryogo Takada,Ke-Han Song,Ryuichi Shinjo,Shugo Watabe,Jun Yasumoto"		Scientific reports	14		4356	2023/2/17	DOMESTIC	38388732	10.1038/s41598-024-54614-8		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38388732&retmode=xml
tracking-3567	t-kurita	栗田 隆気	"Kurita,Takaki"	"Genetic and morphological studies on Goniurosaurus kuroiwae (Squamata: Eublepharidae), with a description of a new species from the northern part of Okinawajima Island, Ryukyu Archipelago, Japan"	"Takaki Kurita, Mamoru Toda"	栗田隆気・戸田守	Current Herpetology	43	1	86?115	2024/2/28	INTERNATIONAL		https://doi.org/10.5358/hsj.43.1		
tracking-3575	myyoshioka	吉岡 資洋	"yoshioka,motohiro"	Breeding of a near-isogenic wheat line resistant to wheat blast at both seedling and heading stages through incorporation of Rmg8	"Motohiro Yoshioka, Mai Shibata, Kohei Morita, Masaya Fujita, Koichi Hatta, Makoto Tougou, Yukio Tosa, and Soichiro Asuke"		Biorxiv					INTERNATIONAL		https://doi.org/10.1101/2023.07.12.546477		
tracking-3576	shinyais	石原 慎矢	"Shinya,Ishihara"	Detection of long terminal repeat loci derived from endogenous retrovirus in junglefowl using whole-genome sequencing.	Shinya Ishihara		Scientific reports	13		7380	2023/1/26	DOMESTIC	37149699	10.1038/s41598-023-34520-1		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37149699&retmode=xml
tracking-3585	matsumura-ys	松村 泰宏	"Matsumura,Yasuhiro"	無し	無し		無し					INTERNATIONAL				
tracking-3591	suzuki	鈴木 ふみ	"SUZUKI,Fumi"	無し	無し		無し					INTERNATIONAL				
tracking-3596	sikeda	池田 秀也	"Ikeda,Shuya"	無し	無し		無し					INTERNATIONAL				
tracking-3602	masakadokawata	河田 雅圭	"Kawata,Masakado"	"Genetic differentiation and local adaptation of the Japanese honeybee, Apis cerana japonica."	"Wakamiya, T., T. Kamioka,,  Y. Ishii, J. Takahashi, R. T. Maeda, M. Kawata "		Ecology and Evolution	13		e10573	2023/9/29	INTERNATIONAL		10.1002/ece3.10573		
tracking-3607	awa	粟津 暁紀	"awazu,akinori"	Possibilities of skin coat color-dependent risks and risk factors of squamous cell carcinoma and deafness of domestic cats inferred via RNA-seq data.	"Akinori Awazu,Daigo Takemoto,Kaichi Watanabe,Naoaki Sakamoto"		Genes to cells : devoted to molecular & cellular mechanisms	28		893-905	2023/10/2	DOMESTIC	37864512	10.1111/gtc.13076		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37864512&retmode=xml
tracking-3617	miyahira	宮平 乃梨子	"Miyahira,Noriko"	無し	無し		無し					DOMESTIC				
tracking-3619	kyokota	横田 恭宣	"YOKOTA,KIYONOBU"	なし	なし		なし					INTERNATIONAL				
tracking-3650	funakawa	舟川 奈那	"Funakawa,Nana"	無し	無し		無し					INTERNATIONAL				
tracking-3622	shuya-kato	加藤 柊也	"Kato,Shuya"	Genomic landscape of introgression from the ghost lineage in a gobiid fish uncovers the generality of forces shaping hybrid genomes.	"Shuya Kato,Seiji Arakaki,Atsushi J Nagano,Kiyoshi Kikuchi,Shotaro Hirase"	加藤柊也，新垣誠司，永野惇，菊池潔，平瀬祥太朗	Molecular ecology			Early view	2023/12/4	INTERNATIONAL	38047388	10.1111/mec.17216	"絶滅したゴースト系統との交雑に由来する領域がゲノム中のどのような領域に残りやすいかを調べるために、アゴハゼの東シナ海系統についての集団ゲノミクス解析を行った。
本研究では、遺伝研スーパーコンピューターを利用したfastsimcoal2に基づくデモグラフィックモデリング解析を行うことで、東シナ海系統を含むアゴハゼの種内形成史を明らかにした。このデモグラフィックモデリング解析により、アゴハゼの東シナ海系統が絶滅したゴースト系統との交雑に起源を持つ系統が明らかになるとともに、アゴハゼの遺伝的データを再現するために必要な各種のデモグラフィックパラメータの推定値を取得することができた。
プレスリリース：https://www.a.u-tokyo.ac.jp/topics/topics_20231204-1.html"	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38047388&retmode=xml
tracking-3623	ashirase	平瀬 祥太朗	"Hirase,Shotaro"	Genomic landscape of introgression from the ghost lineage in a gobiid fish uncovers the generality of forces shaping hybrid genomes.	"Shuya Kato,Seiji Arakaki,Atsushi J Nagano,Kiyoshi Kikuchi,Shotaro Hirase"		Molecular ecology				2023/9/23	DOMESTIC	38047388	10.1111/mec.17216		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38047388&retmode=xml
tracking-3634	nakatsumi	中津海 洋一	"Nakatsumi,Hirokazu"	なし	なし		なし					INTERNATIONAL				
tracking-3639	ngycu_sugiyama	杉山 大介	"Sugiyama,Daisuke"	無し	無し		無し					INTERNATIONAL				
tracking-3640	mlabg1234	下桐 猛	"SHIMOGIRI,Takeshi"	Estimation of inbreeding in Japanese Noma horses using genome-wide SNP genotyping	"Su Lai Yee Mon, E Oozawa, T Ozawa, K Oozawa, K kawabe, T Hashiguchi, S Okamoto, T Shimogiri"		動物遺伝育種研究	52	1	8-Mar	2024/2/1	DOMESTIC				
tracking-3654	y-yasukochi	安河内 彦輝	"YASUKOCHI,YOSHIKI"	Cold-induced vasodilation response in a Japanese cohort: insights from cold-water immersion and genome-wide association studies	"Yasukochi Y, Sera T, Kohno T, Nakashima Y, Uesugi M, Kudo S"		Journal of Physiological Anthropology					INTERNATIONAL	36890596		Axiom Japonica Arrayを用いて寒冷時血管拡張反応（CIVD）に関連する血管調節因子およびその遺伝的要因を調査	
tracking-3658	edward	夏 天	"Tian,Xia"	Penalty Gradient Normalization for Generative Adversarial Networks	TIAN XIA		arxiv				2023/6/23	INTERNATIONAL		 https://doi.org/10.48550/arXiv.2306.13576	 International Joint Conference on Neural Networks (IJCNN) 2024 投稿中	https://arxiv.org/abs/2306.13576
tracking-3660	bat_kamiyama	上山 隼平	"Kamiyama,Shumpei"	無し	無し		無し					INTERNATIONAL				
tracking-3668	kuraishi	倉石 貴透	"Kuraishi,Takayuki"	Skin microbiome profile in people living with HIV/AIDS in Cameroon	"1.	Ogai K, Nana BC, Lloyd YM, Arios JP, Jiyarom B, Awanakam H, Esemu LF, Hori A, Matsuoka A, Nainu F, Megnekou R, Leke RGF, Ekali GL, Okamoto S, Kuraishi T"		Front. Cell. Infect. Microbiol. 					INTERNATIONAL				
tracking-3674	kishizaki	石崎 公庸	"Ishizaki,Kimitsune"	Migration of prospindle before the first asymmetric division in germinating spore of Marchantia polymorpha.	"Yuuki Sakai,Takumi Higaki,Kimitsune Ishizaki,Ryuichi Nishihama,Takayuki Kohchi,Seiichiro Hasezawa"		"Plant biotechnology (Tokyo, Japan)"	39		12-May	2021/10/26	DOMESTIC	35800969	10.5511/plantbiotechnology.21.1217b		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=35800969&retmode=xml
tracking-3674	kishizaki	石崎 公庸	"Ishizaki,Kimitsune"	Abscisic acid-mediated sugar responses are essential for vegetative desiccation tolerance in the liverwort Marchantia polymorpha.	"Nobiza Khatun,Akihisa Shinozawa,Kosaku Takahashi,Hideyuki Matsuura,Akida Jahan,Mousona Islam,Masudul Karim,Rahul Sk,Mikako Yoshikawa,Kimitsune Ishizaki,Yoichi Sakata,Daisuke Takezawa"		Physiologia plantarum	175		e13898	2023/3/13	DOMESTIC	36974502	10.1111/ppl.13898		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=36974502&retmode=xml
tracking-3674	kishizaki	石崎 公庸	"Ishizaki,Kimitsune"	Phosphatidic acid phosphohydrolase modulates glycerolipid synthesis in Marchantia polymorpha and is crucial for growth under both nutrient-replete and -deficient conditions.	"Misao Shimojo,Masashi Nakamura,Ginga Kitaura,Yuta Ihara,Shinsuke Shimizu,Koichi Hori,Masako Iwai,Hiroyuki Ohta,Kimitsune Ishizaki,Mie Shimojima"		Planta	258		92	2023/7/19	DOMESTIC	37792042	10.1007/s00425-023-04247-4		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37792042&retmode=xml
tracking-3682	lsfb-ak	荒巻 光汰	"Aramaki,Kota"	無し	無し		無し					INTERNATIONAL				
tracking-3689	mtosts-nivfs	松尾 哲	"MATSUO,SATOSHI"	無し	無し		無し					INTERNATIONAL				
tracking-3712	y-imai	今井 裕季子	"imai,yukiko"	Therapeutic Potential of Adipose Stem Cell-Derived Conditioned Medium on Scar Contraction Model.	"Yukiko Imai,Nobuhito Mori,Yuma Nihashi,Yutaro Kumagai,Yoichiro Shibuya,Junya Oshima,Masahiro Sasaki,Kaoru Sasaki,Yukiko Aihara,Mitsuru Sekido,Yasuyuki S Kida"		Biomedicines	10			2022/8/18	INTERNATIONAL	36289649	10.3390/biomedicines10102388		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=36289649&retmode=xml
tracking-3715	kazkusama	草間 和哉	"Kusama,Kazuya"	Global analyses and potential effects of extracellular vesicles on the establishment of conceptus implantation during the peri-implantation period.	"Keigo Nakamura,Kazuya Kusama,Masatoshi Hori,Kazuhiko Imakawa"		The Journal of reproduction and development	69		246-253	2023/10/30	DOMESTIC	37495510	10.1262/jrd.2023-044		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37495510&retmode=xml
tracking-3693	ttakahara	高原 輝彦	"Takahara,Teruhiko"	なし	なし		なし					INTERNATIONAL				
tracking-3694	s-kotaro	関根 光太郎	"Sekine,Kotaro"	Transposons contribute to the acquisition of cell type-specific cis-elements in the brain	"Sekine K, Onoguchi M, Hamada M."		Communications Biology				2023/6/10	INTERNATIONAL	37301950	10.1038/s42003-023-04989-7		https://pubmed.ncbi.nlm.nih.gov/37301950/
tracking-3703	hidakaky	日高 京子	"HIDAKA,KYOKO"	Oxidative stress accelerates intestinal tumorigenesis by enhancing 8-oxoguanine-mediated mutagenesis in MUTYH-deficient mice.	"Mizuki Ohno,Noriko Takano,Kyoko Hidaka,Fumiko Sasaki,Kazumi Yamauchi,Yasunobu Aoki,Takehiko Nohmi,Yusaku Nakabeppu,Yoshimichi Nakatsu,Teruhisa Tsuzuki"		Genome research	34	1	47-56	2024/2/7	DOMESTIC	38290979	10.1101/gr.278326.123		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38290979&retmode=xml
tracking-3708	iksuzuki	鈴木 郁夫	"Suzuki,Ikuo"	Co-culture system of human skin equivalents with mouse neural spheroids.	"Satoshi Inagaki,Yuya Morimoto,Ikuo K Suzuki,Kazuo Emoto,Shoji Takeuchi"		Journal of bioscience and bioengineering	136		239-245	2023/1/30	DOMESTIC	37344278	10.1016/j.jbiosc.2023.05.008		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37344278&retmode=xml
tracking-3710	y-wakiyama	脇山 由基	"Wakiyama,Yoshiki"	なし	なし		なし					INTERNATIONAL				
tracking-3718	motohamada	濱田 太立	"Hamada,Motoharu"	Germline and somatic RUNX1 variants in a pediatric bone marrow failure cohort.	"Ayako Yamamori,Motoharu Hamada,Hideki Muramatsu,Manabu Wakamatsu,Asahito Hama,Atsushi Narita,Yusuke Tsumura,Taro Yoshida,Takehiko Doi,Kazuki Terada,Takeshi Higa,Nobuyuki Yamamoto,Hiroki Miura,Mitsutaka Shiota,Kenichiro Watanabe,Nao Yoshida,Ryo Maemura,Masayuki Imaya,Shunsuke Miwata,Kotaro Narita,Shinsuke Kataoka,Rieko Taniguchi,Kyogo Suzuki,Nozomu Kawashima,Nobuhiro Nishio,Hideto Iwafuchi,Masafumi Ito,Seiji Kojima,Yusuke Okuno,Yoshiyuki Takahashi"		American journal of hematology	98		E102-E105	2023/1/21	DOMESTIC	36740830	10.1002/ajh.26874		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=36740830&retmode=xml
tracking-3724	tktamura7	田村 隆	"Tamura,Takashi"	Illumina-based transcriptomic analysis of the fast-growing leguminous tree Acacia crassicarpa: functional gene annotation and identification of novel SSRmarkers	"Shougo Ishio, Kazutaka Kusunoki, Michiko Nemoto, Tadayoshi Kanao and Takashi Tamura"		Frontiers in Plant Science					INTERNATIONAL				
tracking-3727	tomonarimatsuda	松田 知成	"Matsuda,Tomonari"	Prediction of antigen-responding VHH antibodies by tracking the evolution of antibody along the time course of immunization.	"Tomonari Matsuda,Yoko Akazawa-Ogawa,Lilian-Kaede Komaba,Norihiko Kiyose,Nobuo Miyazaki,Yusaku Mizuguchi,Tetsuo Fukuta,Yuji Ito,Yoshihisa Hagihara"		Frontiers in immunology	14		1335462	2023/11/9	DOMESTIC	38292485	10.3389/fimmu.2023.1335462		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38292485&retmode=xml
tracking-3729	wadalab	田路 矩之	"TOJI,NORIYUKI"	A predisposed motor bias shapes individuality in vocal learning.	"Noriyuki Toji,Azusa Sawai,Hongdi Wang,Yu Ji,Rintaro Sugioka,Yasuhiro Go,Kazuhiro Wada"		Proceedings of the National Academy of Sciences of the United States of America	121		e2308837121	2024/7/10	DOMESTIC	38198530	10.1073/pnas.2308837121		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38198530&retmode=xml
tracking-3731	aoki-kh	青木 和久	"Aoki,Kazuhisa"	なし	なし		なし					INTERNATIONAL				
tracking-3744	osakaayumu	大坂 歩	"Osaka,Ayumu"	ギンブナの雌性発生が異種の精子で引き起こされる分子機構	大坂歩		卒業論文					DOMESTIC				
tracking-3747	kshirane	白根 健次郎	"Shirane,Kenjiro"	なし	なし		なし					INTERNATIONAL				
tracking-3750	ttakei	武井 敬仁	"TAKEI,TAKAHITO"	ARGONAUTE1-binding Tudor domain proteins function in small interfering RNA production for RNA-directed DNA methylation.	"Takahito Takei,Michio Tsukada,Kentaro Tamura,Ikuko Hara-Nishimura,Yoichiro Fukao,Yukio Kurihara,Minami Matsui,Hidetoshi Saze,Masayuki Tsuzuki,Yuichiro Watanabe,Takahiro Hamada"		Plant physiology				2023/9/18	DOMESTIC	38446745	10.1093/plphys/kiae135		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38446745&retmode=xml
tracking-3756	nkubo-kpu	久保 中央	"Kubo,Nakao"	無し	無し		無し					INTERNATIONAL				
tracking-3757	akagiyuka	赤木 祐香	"Akagi,Yuka"	Functional engineering of human iPSC-derived parasympathetic neurons enhances responsiveness to gastrointestinal hormones	"Yuka Akagi, Yuzo Takayama, Yuma Nihashi, Azusa Yamashita, Risa Yoshida, Yasuhisa Miyamoto, Yasuyuki S Kida"		FEBS Open Bio.	14	1	63-78	2023/12/12	INTERNATIONAL		10.1002/2211-5463.13741		https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.13741
tracking-3760	kenichi-fujita	藤田 賢一	"Fujita,Kenichi"	特になし	特になし		特になし					INTERNATIONAL				
tracking-3761	takagi-hiroki	高木 宏樹	"takagi,hiroki"	DNAMarkMaker: streamlining ARMS and CAPS marker development from resequencing data with NGS short reads.	"Segawa T, Saiga S, Takata M, Kumazawa R, Hara M, Yamakawa H, Takagi H. "		Breeding Science					INTERNATIONAL			本論文の研究では、次世代シーケンサー由来のアライメントデータを用いてDNAマーカーを迅速に設計するツールが開発された。	
tracking-3764	sikunmeng	孟 思?	"Meng,Sikun"	無し	無し		無し					INTERNATIONAL				
tracking-3766	fukasay	深沢 嘉紀	"Fukasawa,Yoshinori"	Plasticity of repetitive sequences demonstrated by the complete mitochondrial genome of Eucalyptus camaldulensis	"Yoshinori Fukasawa, Patrick Driguez, Salim Bougouffa, Karen Carty, Alexander Putra, Ming-Sin Cheung, and Luca Ermini"		Frontiers in Plant Science				2024/3/15	INTERNATIONAL				
tracking-3767	toyotakayoshida	吉田 豊珍	"Yoshida,Toyotaka"	無し	無し		無し					INTERNATIONAL				
tracking-3784	yaoakifumi	八尾 晃史	"YAO,AKIFUMI"	"Reference transcriptome assembly of a protogynous sex change fish, harlequin sandsmelt (Parapercis pulchella)"	"Akifumi Yao, Hisanori Kohtsuka, Toru Miura"	八尾 晃史，幸塚 久典，三浦 徹	Marine Genomics	73	101086	5-Jan	2024/2/3	INTERNATIONAL	38365348	https://doi.org/10.1016/j.margen.2024.101086	"The harlequin sandsmelt (Parapercis pulchella) is a female-to-male sex change fish in which functional females
possess ovotestes that consist of both ovarian and testicular tissues. These features indicate that this species could
be an excellent model for studying the flexibility of sex differentiation in vertebrates. However, genetic resources
in this species have so far been limited. Therefore, in this study, the reference transcriptome of this fish was
constructed through RNA-sequencing, de novo transcriptome assembly, superTranscripts construction, and
functional annotations. To obtain as many genes as possible, RNA was extracted from various tissues (brains,
gills, hearts, livers, guts, and gonads) and various sexual stages (females, individuals during sex change, and
males) and then subjected to sequencing and downstream analyses. As a result, 91,884 representative transcripts
with 32,627 protein-coding sequences were generated. 72.2% of protein-coding sequences (23,566 sequences)
were functionally annotated. Also, our analysis shows that the superTranscripts method effectively removes
redundant sequences from raw-assembled data compared with other strategies. The resultant dataset is a valuable
resource for future molecular developmental studies on sex change in P. pulchella."	https://www.sciencedirect.com/science/article/pii/S1874778724000047?via%3Dihub
tracking-3786	skondo	近藤 伸二	"Kondo,Shinji"	BRD9 determines the cell fate of hematopoietic stem cells by regulating chromatin state.	"Muran Xiao,Shinji Kondo,Masaki Nomura,Shinichiro Kato,Koutarou Nishimura,Weijia Zang,Yifan Zhang,Tomohiro Akashi,Aaron Viny,Tsukasa Shigehiro,Tomokatsu Ikawa,Hiromi Yamazaki,Miki Fukumoto,Atsushi Tanaka,Yasutaka Hayashi,Yui Koike,Yumi Aoyama,Hiromi Ito,Hiroyoshi Nishikawa,Toshio Kitamura,Akinori Kanai,Akihiko Yokoyama,Tohru Fujiwara,Susumu Goyama,Hideki Noguchi,Stanley C Lee,Atsushi Toyoda,Kunihiko Hinohara,Omar Abdel-Wahab,Daichi Inoue"		Nature communications	14		8372	2022/7/28	DOMESTIC	38102116	10.1038/s41467-023-44081-6		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38102116&retmode=xml
tracking-3787	hiroshihonda	本田 大士	"HONDA,HIROSHI"	"Deciphering mechanisms of UV filter- and temperature-induced bleaching in the coral Acropora tenuis, using ecotoxicogenomics"	"Sakiko Nishioka ,  Kaede Miyata ,  Yasuaki Inoue ,  Kako Aoyama ,  Yuki Yoshioka ,  Natsuko Miura ,  Masayuki Yamane ,  Hiroshi Honda ,  Toshiyuki Takagi"		bioRxiv				2023/11/6	INTERNATIONAL		10.1101/2023.11.05.564681	この研究では、日焼け止め製品に広く使用されているベンゾフェノン-3（BP-3）が、サンゴの白化と毒性に与える影響を評価しました。実験の結果、BP-3の致死濃度50%(LC50)が3.9 mg/Lであり、リスク評価に基づき排出量が適切に管理されていることが示されました。また、RNA-seqを用いた比較エコトキシコゲノミクスアプローチにより、BP-3と熱ストレスによって誘導される遺伝子発現変化の違いが明らかにされました。熱ストレスに対するサンゴの応答では、免疫応答とヒートショック応答が活性化されましたが、BP-3処理群では、薬物代謝経路といくつかのシグナル伝達経路の活性化が確認されました。この研究は、サンゴのストレス応答に関する理解を深める上で重要な成果をもたらしました。	https://www.biorxiv.org/content/10.1101/2023.11.05.564681v1
tracking-3795	takaho-tsuchiya	土屋 貴穂	"Tsuchiya,Takaho"	DNA hypomethylation characterizes genes encoding tissue-dominant functional proteins in liver and skeletal muscle 	"Hideki Maehara ,  Toshiya Kokaji ,  Atsushi Hatano ,  Yutaka Suzuki ,  Masaki Matsumoto ,  Keiichi I. Nakayama ,  Riku Egami ,  Takaho Tsuchiya ,  Haruka Ozaki ,  Keigo Morita ,  Masaki Shirai ,  Dongzi Li ,  Akira Terakawa ,  Saori Uematsu ,  Ken-ichi Hironaka ,  Satoshi Ohno ,  Hiroyuki Kubota ,  Hiromitsu Araki ,  Fumihito Miura ,  Takashi Ito ,  Shinya Kuroda"		Scientific Reports					INTERNATIONAL				
tracking-3795	takaho-tsuchiya	土屋 貴穂	"Tsuchiya,Takaho"	Transcription factor-binding k-mer analysis clarifies the cell type dependency of binding specificities and cis-regulatory SNPs in humans	"Saeko Tahara, Takaho Tsuchiya, Hirotaka Matsumoto, Haruka Ozaki"		BMC genomics					INTERNATIONAL				
tracking-3795	takaho-tsuchiya	土屋 貴穂	"Tsuchiya,Takaho"	The RNA-binding protein Msi2 regulates autophagy during myogenic differentiation	"Ruochong Wang, Futaba Kato, Rio Yasui Watson, Aaron M Beedle, Jarrod A Call, Yugo Tsunoda, Takeshi Noda, Takaho Tsuchiya, Makoto Kashima, Ayuna Hattori, Takahiro Ito"		Life Science Alliance					INTERNATIONAL				
tracking-3799	ryohonda	本多 了	"Honda,Ryo"	Antimicrobial resistome and mobilome in the urban river affected by combined sewer overflows and wastewater treatment effluent.	"Muhammad Adnan Sabar, Than Van Huy, Yoshinori Sugie, Hiroyuki Wada, Bo Zhao, Norihisa Matsuura, Masaru Ihara, Toru Watanabe, Hiroaki Tanaka, Ryo Honda"		J. Water Health 	21	8	1032-1050	2023/7/13	INTERNATIONAL		https://doi.org/10.2166/wh.2023.073		
tracking-3799	ryohonda	本多 了	"Honda,Ryo"	"Transition of antimicrobial resistome in wastewater treatment plants: impact of process configuration, geographical location and season"	"Ryo Honda*, Norihisa Matsuura, Hiroe Hara-Yamamura, Sovannlaksmy Sorn, Yuta Morinaga, Van Huy Than, Muhammad Adnan Sabar, Yalkhin Masakke, Sawako Asakura, Toru Watanabe"		npj Clean Water	6		46	2023/6/15	INTERNATIONAL		https://doi.org/10.1038/s41545-023-00261-x		
tracking-3803	3ishizawa3	石澤 日向	"Ishizawa,Hinata"	Syntenic analysis of ACCase loci and target-site-resistance mutations in cyhalofop-butyl resistant Echinochloa crus-galli var. crus-galli in Japan	Satoshi Iwakami et al.	岩上哲史ら	Pest Management Science	80	2	627-636	2023/9/24	INTERNATIONAL		10.1002/ps.7789	愛知県で発見された除草剤抵抗性イヌビエにおけるACCase遺伝子の発現量解析を行った	https://onlinelibrary.wiley.com/doi/full/10.1002/ps.7789
tracking-3804	shjenkinsku	ジェンキンス スコット	"Jenkins,Scott"	none	none		none					INTERNATIONAL				
tracking-3814	miyayuko	宮崎 祐子	"Miyazaki,Yuko"	無し	無し		無し					INTERNATIONAL				
tracking-3816	sakuma27	佐久間 敦丈	"sakuma,atsuhiro"	"Expression of type 1 vomeronasal receptors in the olfactory organ of the African lungfish, Protopterus dolloi"	"Shoko Nakamuta, Atsuhiro Sakuma, Masato Nikaido, Hideaki Kato, Masao Miyazaki, Yoshio Yamamoto, Nobuaki Nakamuta"		Acta Histochemica	125	7			INTERNATIONAL				https://www.sciencedirect.com/science/article/pii/S0065128123000843
tracking-3817	sekiya	関谷 弥生	"SEKIYA,YAYOI"	無し	無し		無し					INTERNATIONAL				
tracking-3819	kuroda	黒田 真也	"Kuroda,Shinya"	Trans-omic analysis reveals opposite metabolic dysregulation between feeding and fasting in liver associated with obesity	"Yunfan Bai, Keigo Morita, Toshiya Kokaji, Atsushi Hatano, Satoshi Ohno, Riku Egami, Yifei Pan, Dongzi Li, Katsuyuki Yugi, Saori Uematsu, Hiroshi Inoue, Yuka Inaba, Yutaka Suzuki, Masaki Matsumoto, Masatomo Takahashi, Yoshihiro Izumi, Takeshi Bamba, Akiyoshi Hirayama, Tomoyoshi Soga, and Shinya Kuroda"	"白 云帆, 守田 啓悟, 小鍛治 俊也, 幡野 敦, 大野 聡, 江上 陸, 潘 逸? , 李冬子, 柚木 克之, 植松沙織, 井上 啓, 稲葉 有香, 鈴木 穣, 松本 雅記, 高橋 政友, 和泉 自泰, 馬場 健史, 平山 明由, 曽我 朋義, 黒田 真也"	iScience				2024/2/26	INTERNATIONAL		https://doi.org/10.1016/j.isci.2024.109121	マウス肝臓のad lib時のトランスクリプトームを含むマルチオミクス計測を実施し、トランスオミクス解析を行った	
