tracking_id	uid	accountNameJa	accountNameEn	title	authors	authorsJa	journal	volume	number	pages	publicationDate	journalType	pubmedId	doi	
tracking-1028	sebatayuuzou	瀬川 高弘	"segawa,takahiro"	Application of a high-throughput quantitative PCR system for simultaneous monitoring of SARS-CoV-2 variants and other pathogenic viruses in wastewater	"Bikash Malla, Ocean Thakali, Sadhan Shrestha, Takahiro Segawa, Masaaki Kitajima, Eiji Haramoto"		Science of the Total Environment	853	20	158659	2022-12-22	INTERNATIONAL	36096223	10.1016/j.scitotenv.2022.158659	
tracking-1028	sebatayuuzou	瀬川 高弘	"segawa,takahiro"	Paleogenomics reveals independent and hybrid origins of two morphologically distinct wolf lineages endemic to Japan	"Takahiro Segawa, Takahiro Yonezawa, Hiroshi Mori, Ayako Kohno, Yuichiro Kudo, Ayumi Akiyoshi, Jiaqi Wu, Fuyuki Tokanai, Minoru Sakamoto, Naoki Kohno, Hidenori Nishihara"		Current Biology	32		2494-2504	2022-06-06	INTERNATIONAL		https://doi.org/10.1016/j.cub.2022.04.034	
tracking-1028	sebatayuuzou	瀬川 高弘	"segawa,takahiro"	Astrocytic dysfunction induced by ABCA1 deficiency causes optic neuropathy	"Youichi Shinozaki, Alex Leung, Kazuhiko Namekata, Sei Saitoh, Huy Bang Nguyen, Akiko Takeda, Yosuke Danjo, Yosuke M. Morizawa, Eiji Shigetomi, Fumikazu Sano,Nozomu Yoshioka, Hirohide Takebayashi, Nobuhiko Ohno, Takahiro Segawa, Kunio Miyake, Kenji Kashiwagi, Takayuki Harada, Shin-ichi Ohnuma, Schuichi Koizumi"		Science Advances	88	4	eabq1081	2022-11-04	INTERNATIONAL		10.1126/sciadv.abq1081	
tracking-1028	sebatayuuzou	瀬川 高弘	"segawa,takahiro"	 Genetic and immunohistochemical profiling of NK/T-cell Lymphomas reveals prognostically relevant BCOR-MYC association	"Naoki Oishi, Akira Satou, Masashi Miyaoka, Ichiro Kawashima, Takahiro Segawa, Kunio Miyake, Kunio Mochizuki, Keita Kirito, Andrew L. Feldman, Naoya Nakamura, and Tetsuo Kondo"		Blood Advances	7	1	178?189	2023-01-10	INTERNATIONAL			
tracking-1032	nohara-lab	野原 健司	"Nohara,Kenji"	なし	なし		なし					DOMESTIC			
tracking-1035	ayamim	松島 綾美	"Matsushima,Ayami"	論文作成中	論文作成中		論文作成中					DOMESTIC			
tracking-1047	s-tahara	田原 沙絵子	"TAHARA,SAEKO"	MOCCS profile analysis clarifies the cell type dependency of transcription factor-binding sequences and cis-regulatory SNPs in humans	"Saeko Tahara, Takaho Tsuchiya,  Hirotaka Matsumoto,  Haruka Ozaki"	田原沙絵子、土屋貴穂、松本拡高、尾崎遼	bioRxiv				2022-04-08	DOMESTIC		https://doi.org/10.1101/2022.04.08.487641	
tracking-1049	ashirase	平瀬 祥太朗	"Hirase,Shotaro"	Genomic Evidence for Speciation with Gene Flow in Broadcast Spawning Marine Invertebrates	"Shotaro Hirase, Yo Y Yamasaki, Masashi Sekino, Masato Nishisako, Minoru Ikeda, Motoyuki Hara, Juha Meril?, Kiyoshi Kikuchi"		Molecular Biology and Evolution					DOMESTIC			
tracking-1063	takaho-tsuchiya	土屋 貴穂	"Tsuchiya,Takaho"	CCPLS reveals cell-type-specific spatial dependence of transcriptomes in single cells	"Takaho Tsuchiya, Hiroki Hori and Haruka Ozaki"		Bioinformatics					INTERNATIONAL			
tracking-1063	takaho-tsuchiya	土屋 貴穂	"Tsuchiya,Takaho"	In vivo transomic analyses of glucose-responsive metabolism in skeletal muscle reveal core differences between the healthy and obese states	"Toshiya Kokaji, Miki Eto, Atsushi Hatano, Katsuyuki Yugi, Keigo Morita, Satoshi Ohno, Masashi Fujii, Ken-Ichi Hironaka, Yuki Ito, Riku Egami, Saori Uematsu, Akira Terakawa, Yifei Pan, Hideki Maehara, Dongzi Li, Yunfan Bai, Takaho Tsuchiya, Haruka Ozaki, Hiroshi Inoue, Hiroyuki Kubota, Yutaka Suzuki, Akiyoshi Hirayama, Tomoyoshi Soga and Shinya Kuroda"		Scientific reports					INTERNATIONAL			
tracking-1063	takaho-tsuchiya	土屋 貴穂	"Tsuchiya,Takaho"	Identifying potential regulators of JAGGED1 expression in portal mesenchymal cells	"Teppei Nishino, Masaharu Yoshihara, Takahiro Nakayama, Takaho Tsuchiya, Saeko Tahara, Haruka Ozaki and Satoru Takahashi"		BMC Research Notes					INTERNATIONAL			
tracking-1065	rgomi	五味 良太	"Gomi,Ryota"	"Emergence of rare carbapenemases (FRI, GES-5, IMI, SFC and SFH-1) in Enterobacterales isolated from surface waters in Japan"	"Ryota Gomi, Yasufumi Matsumura, Michio Tanaka, Masaru Ihara, Yoshinori Sugie, Tomonari Matsuda, Masaki Yamamoto"		Journal of Antimicrobial Chemotherapy				2022-05-20	INTERNATIONAL	35137119	10.1093/jac/dkac029	
tracking-1065	rgomi	五味 良太	"Gomi,Ryota"	Chromosomal integration of blaCTX-M genes in diverse Escherichia coli isolates recovered from river water in Japan	"Ryota Gomi, Masaki Yamamoto, Michio Tanaka, Yasufumi Matsumura"		Current Research in Microbial Sciences				2022-06-20	INTERNATIONAL	35909619	10.1016/j.crmicr.2022.100144	
tracking-1065	rgomi	五味 良太	"Gomi,Ryota"	Development of two microbial source tracking markers for detection of wastewater-associated Escherichia coli isolates	"Ryota Gomi, Eiji Haramoto, Hiroyuki Wada, Yoshinori Sugie, Chih-Yu Ma, Sunayana Raya, Bikash Malla, Fumitake Nishimura, Hiroaki Tanaka, Masaru Ihara"		Science of The Total Environment				2023-03-20	INTERNATIONAL	36549531	10.1016/j.scitotenv.2022.160952	
tracking-1067	y-imai	今井 裕季子	"imai,yukiko"	Therapeutic Potential of Adipose Stem Cell-Derived Conditioned Medium on Scar Contraction Model.	"Yukiko Imai, Nobuhito Mori, Yuma Nihashi, Yutaro Kumagai, Yoichiro Shibuya, Junya Oshima, Masahiro Sasaki, Kaoru Sasaki, Yukiko Aihara, Mitsuru Sekido, Yasuyuki S Kida"		Biomedicines				2022-09-24	INTERNATIONAL	36289649	10.3390/biomedicines10102388	
tracking-1069	miyahara-chiba	宮原 平	"Miyahara,Taira"	Omics Profiles of Non-GM Tubers from Transgrafted Potato with a GM Scion	"Taira Miyahara, Takumi Nishiuchi, Nao Fujikawa, Taichi Oguchi, Akira Kikuchi, Ken-ichiro Taoka, Takumi Ogawa, Karuna Honda, Yube Yamaguchi, Tomofumi Mochizuki, Daisaku Ohta, Hiroaki Kodama"		Food Safety					DOMESTIC		https://doi.org/10.14252/foodsafetyfscj.d-22-00010	
tracking-1070	yuma-takahashi	高橋 佑磨	"Takahashi,Yuma"	Population transcriptomics reveals the effect of gene flow on the evolution of range limits	"Katsunori Tamagawa, Kotone Yoshida, Shiori Ohrui, Yuma Takahashi"		Sci. Rep.					DOMESTIC			
tracking-1070	yuma-takahashi	高橋 佑磨	"Takahashi,Yuma"	"Endogenous rhythm variation and adaptation to the tidal environment in the freshwater snail, Semisulcospira reiniana"	"Takumi Yokomizo, Yuma Takahashi"		"Front. Ecol. Evol.,"					DOMESTIC			
tracking-1084	lsfb_sk	白根 共太	"Shirane,Kyota"	論文作成中	論文作成中		論文作成中					DOMESTIC			
tracking-1088	y-yasukochi	安河内 彦輝	"YASUKOCHI,YOSHIKI"	Cold-induced vasodilation response in a Japanese cohort: insights from cold-water immersion and genome-wide association studies	"Yoshiki Yasukochi, Toshihiro Sera, Taiki Kohno, Yusuke Nakashima, Musashi Uesugi, Susumu Kudo"		Journal of Physiological Anthropology	42	1	2	2023-03-08	INTERNATIONAL	36890596		
tracking-1073	takaho-tsuchiya	土屋 貴穂	"Tsuchiya,Takaho"	CCPLS reveals cell-type-specific spatial dependence of transcriptomes in single cells	"Takaho Tsuchiya, Hiroki Hori and Haruka Ozaki"		Bioinformatics					INTERNATIONAL			
tracking-1073	takaho-tsuchiya	土屋 貴穂	"Tsuchiya,Takaho"	In vivo transomic analyses of glucose-responsive metabolism in skeletal muscle reveal core differences between the healthy and obese states	"Toshiya Kokaji, Miki Eto, Atsushi Hatano, Katsuyuki Yugi, Keigo Morita, Satoshi Ohno, Masashi Fujii, Ken-ichi Hironaka, Yuki Ito, Riku Egami, Saori Uematsu, Akira Terakawa, Yifei Pan, Hideki Maehara, Dongzi Li, Yunfan Bai, Takaho Tsuchiya, Haruka Ozaki, Hiroshi Inoue, Hiroyuki Kubota, Yutaka Suzuki, Akiyoshi Hirayama, Tomoyoshi Soga and Shinya Kuroda"		Scientific reports					INTERNATIONAL			
tracking-1073	takaho-tsuchiya	土屋 貴穂	"Tsuchiya,Takaho"	Identifying potential regulators of JAGGED1 expression in portal mesenchymal cells	"Teppei Nishino, Masaharu Yoshihara, Takahiro Nakayama, Takaho Tsuchiya, Saeko Tahara, Haruka Ozaki and Satoru Takahashi "		BMC Research Notes					INTERNATIONAL			
tracking-1078	tos-gene	原 敏文	"Hara,Toshifumi"	Elevated METTL9 is associated with peritoneal dissemination in human scirrhous gastric cancers	"Toshifumi Hara, Yuuki Tominaga, Koji Ueda, Keichiro Mihara, Kazuyoshi Yanagihara, Yoshifumi Takei."		Biochem Biophys Rep . 				2022-04-02	INTERNATIONAL	35402738	https://doi.org/10.1016/j.bbrep.2022.101255	
tracking-1079	mon0321	門田 有希	"Monden,Yuki"	Mapping of Nematode Resistance in Hexaploid Sweetpotato Using an Next-Generation Sequencing-Based Association Study	"Obata Nozomi, Tabuchi Hiroaki, Kurihara Miyu, Yamamoto Eiji, Shirasawa Kenta, Monden Yuki"		Frontiers in Plant Science					DOMESTIC			
tracking-1079	mon0321	門田 有希	"Monden,Yuki"	Comprehensive survey of transposon mPing insertion sites and transcriptome analysis for identifying candidate genes controlling high protein content of rice	"Monden Yuki, Tanaka Hirona, Funakoshi Ryota, Sunayama Seiya, Yabe Kiyotaka, Kimoto Eri, Matsumiya Kentaro, Yoshikawa Takanori"		Frontiers in Plant Science					DOMESTIC			
tracking-1081	kartikafauzia	Fauzia Kartika	"Kartika,Fauzia"	Mutations Related to Antibiotics Resistance in Helicobacter pylori Clinical Isolates from Bangladesh	"Kartika Afrida Fauzia, Takashi Matsumoto, Junko Akada, Yoshio Yamaoka"	"カルティカアフリダファウジア　、松本　昂　, 赤田　純子, 山岡　吉生"	Antibiotics	12	2	279	2023-01-31	INTERNATIONAL	36830189	doi.org/10.3390/antibiotics12020279	
tracking-1089	a-abe	阿部 陽	"Abe,Akira"	Disentangling the complex gene interaction networks between rice and the blast fungus identifies a new pathogen effector.	"Sugihara Y, Abe Y, Takagi H, Abe A, Shimizu M, Ito K, Kanzaki E, Oikawa K, Kourelis J, Langner T, Win J, Bia?as A, L?dke D, Contreras MP, Chuma I, Saitoh H, Kobayashi M, Zheng S,  Tosa Y, Banfield MJ, Kamoun S, Terauchi R, Fujisaki K."		PLoS Biology				2023-01-19	INTERNATIONAL		10.1371/journal.pbio.3001945	
tracking-1089	a-abe	阿部 陽	"Abe,Akira"	Genome analysis revives a forgotten hybrid crop Edo-dokoro of the genus Dioscorea. 	"Natsume S, Sugihara Y, Kudoh A, Oikawa K, Shimizu M, Ishikawa Y, Nishihara M, Abe A, Innan H, Terauchi R."		Plant and Cell Physiology	63	11	1667-1678		INTERNATIONAL		10.1093/pcp/pcac109	
tracking-1089	a-abe	阿部 陽	"Abe,Akira"	Recombinant inbred lines and next-generation sequencing enable rapid identification of candidate genes involved in morphological and agronomic traits in foxtail millet.	"Fukunaga K, Abe A, Mukainari Y, Komori K, Tanaka K, Fujihara A, Yaegashi H, Kobayashi M, Ito K, Ohsako T, Kawase M. "		Scientific Reports					INTERNATIONAL		10.1038/s41598-021-04012-1	
tracking-1089	a-abe	阿部 陽	"Abe,Akira"	High-performance pipeline for MutMap and QTL-seq.	"Sugihara Y, Young L, Yaegashi H, Natsume S, Shea DJ, Takagi H, Booker H, Innan H, Terauchi R, Abe A."		PeerJ					DOMESTIC		10.7717/peerj.13170	
tracking-1092	terai	寺井 悟朗	"Terai,Goro"	QRNAstruct: a method for extracting secondary structural features of RNA via regression with biological activity	"Goro Terai, Kiyoshi Asai"	寺井　悟朗、浅井　潔	Nucleic Acids Research	50	13	e73	2022-07-22	INTERNATIONAL	35390152	10.1093/nar/gkac220	
tracking-1098	mishina	三科 興平	"MISHINA,KOHEI"	Genome-Wide Analysis of Snf2 Gene Family Reveals Potential Role in Regulation of Spike Development in Barley	"Gang Chen, Kohei Mishina, Hongjing Zhu, Shinji Kikuchi, Hidenori Sassa, Youko Oono, Takao Komatsuda"		Int J Mol Sci . 	24	1	457	2022-12-27	INTERNATIONAL	36613901	10.3390/ijms24010457	
tracking-1098	mishina	三科 興平	"MISHINA,KOHEI"	Wheat Ym2 originated from Aegilops sharonensis and confers resistance to soil-borne Wheat yellow mosaic virus infection to the roots	"Kohei Mishina, Takako Suzuki, Youko Oono, Yoko Yamashita, Hongjing Zhu, Taiichi Ogawa, Masaru Ohta, Kohei Doman, Wenjing Xu, Daichi Takahashi, Taiga Miyazaki, Akemi Tagiri, Chihiro Soma, Harukuni Horita, Shuhei Nasuda, Romain De Oliveira, Etienne Paux, Guoxiong Chen, Mohammad Pourkheirandish, Jianzhong Wu, Cheng Liu, Takao Komatsuda"		PNAS	120	11	e2214968120	2023-03-10	INTERNATIONAL	36897977	10.1073/pnas.2214968120	
tracking-1113	sem1006	横溝 匠	"Yokomizo,Takumi"	"Endogenous rhythm variation and adaptation to the tidal environment in the freshwater snail, Semisulcospira reiniana"	Takumi Yokomizo and Yuma Takahashi		Frontiers in Ecology and Evolution				2022-12-08	INTERNATIONAL		0.3389/fevo.2022.1078234	
tracking-1119	suecharo-ut	末竹 裕貴	"suetake,hirotaka"	Sapporo: A workflow execution service that encourages the reuse of workflows in various languages in bioinformatics	"Hirotaka Suetake, Tomoya Tanjo, Manabu Ishii, Bruno P. Kinoshita, Takeshi Fujino, Tsuyoshi Hachiya, Yuichi Kodama, Takatomo Fujisawa, Osamu Ogasawara, Atsushi Shimizu, Masanori Arita, Tsukasa Fukusato, Takeo Igarashi, Tazro Ohta"		F1000Research				2022-08-04	INTERNATIONAL		https://doi.org/10.12688/f1000research.122924.1	
tracking-1123	suecharo	末竹 裕貴	"Suetake,Hirotaka"	Sapporo: A workflow execution service that encourages the reuse of workflows in various languages in bioinformatics	"Hirotaka Suetake, Tomoya Tanjo, Manabu Ishii, Bruno P. Kinoshita, Takeshi Fujino, Tsuyoshi Hachiya, Yuichi Kodama, Takatomo Fujisawa, Osamu Ogasawara, Atsushi Shimizu, Masanori Arita, Tsukasa Fukusato, Takeo Igarashi, Tazro Ohta"		F1000Research				2022-08-04	INTERNATIONAL		https://doi.org/10.12688/f1000research.122924.1	
tracking-1124	kian	null null	"Murray,Kian"	RNA sequence analysis of Phacellophora camtschatica	none		N/A					DOMESTIC			
tracking-1129	iizuka-kosuke	飯塚 康介	"iizuka,kosuke"	Real time monitoring of cold Ca2+ dependent transcription and its modulation by NCX inhibitors	"Hsin-Tzu Wang, Shiori Miyairi, Miho Kitamura, Kosuke Iizuka, Yoshimasa Asano, Takashi Yoshimura, Naohiro Kon"		Scientific Reports				2022-10-15	INTERNATIONAL	36243739	10.1038/s41598-022-22166-4	
tracking-1139	yotti	下野 嘉子	"Shimono,Yoshiko"	Revegetation in Japan overlooks geographical genetic structure of native Artemisia indica var. maximowiczii populations	"Wagatsuma, S., Imanishi. J., Suyama, Y., Matsuo, A., Sato, M.P., Mitsuyuki, C., Tsunamoto, Y., Tominaga, T., Shimono, Y."		Restoration Ecology	30	7	e13567	2022-09-01	INTERNATIONAL		10.1111/rec.13567	
tracking-1153	takubouz	岸田 拓士	"Kishida,Takushi"	Genetic diversity and population history of the Japanese black bear (Ursus thibetanus japonicus) based on the genome-wide analyses.	Takushi Kishida; Masataka Ohashi; Yosuke Komatsu		Ecological Research	37	5	647-657	2022-09-01	INTERNATIONAL		10.1111/1440-1703.12335	
tracking-1156	yosniimura	新村 芳人	"Niimura,Yoshihito"	Genetic variation in the human olfactory receptor OR5AN1 associates with the perception of musks. 	"Sato-Akuhara N, Trimmer C, Keller A, Niimura Y, Shirasu M, Mainland JD, Touhara K."		 Chemical Senses					INTERNATIONAL		10.1093/chemse/bjac037	
tracking-1159	naoki-konno	今野 直輝	"Konno,Naoki"	Machine learning enables prediction of metabolic system evolution in bacteria	"Naoki Konno , Wataru Iwasaki "	"今野直輝,岩崎渉"	Science Advances					INTERNATIONAL	36630500	10.1126/sciadv.adc9130	
tracking-1165	ktym	片山 俊明	"Katayama,Toshiaki"	TogoVar: A comprehensive Japanese genetic variation database	"Nobutaka Mitsuhashi, Licht Toyo-Oka, Toshiaki Katayama, Minae Kawashima, Shuichi Kawashima, Kazunori Miyazaki, Toshihisa Takagi "		Hum Genome Var.				2022-12-12	INTERNATIONAL	36509753		
tracking-1169	h-inaba	稲葉 皓子	"INABA,HIROKO"	Generative aptamer discovery using RaptGen	"Natsuki Iwano, Tatsuo Adachi, Kazuteru Aoki, Yoshikazu Nakamura & Michiaki Hamada"		Nat Comput Sci					INTERNATIONAL			
tracking-1170	ataguchi777	太口 敦博	"Taguchi,Atsuhiro"	1. Perturb-seq decodes hepatic maturation-driving regulatory hubs in late phase of development	"Atsuhiro Taguchi, Alexandre Magalh?es, Denes Hnisz, Alexander Meissner"		投稿準備中					DOMESTIC			
tracking-1320	mlabg1234	下桐 猛	"SHIMOGIRI,Takeshi"	無し	無し		無し					DOMESTIC			
tracking-1172	yuksato	佐藤 行人	"Sato,Yukuto"	"Analysis of human clinical and environmental Leptospira to elucidate the eco-epidemiology of leptospirosis in Yaeyama, subtropical Japan"	"Yukuto Sato, Idam Hermawan, Tetsuya Kakita, Sho Okano, Hideyuki Imai, Hiroto Nagai, Ryosuke Kimura, Tetsu Yamashiro,Tadashi Kajita, Claudia Toma"	佐藤行人、イダム・ヘルマワン、柿田徹也、岡野祥、今井秀行、永井大翔、木村亮介、山城哲、梶田忠、トーマ・クラウディア	PLOS Neglected Tropical Diseases	16		e0010234	2022-03-31	INTERNATIONAL	35358181	10.1371/journal.pntd.0010234	
tracking-1172	yuksato	佐藤 行人	"Sato,Yukuto"	"MitoFish, MitoAnnotator, and MiFish Pipeline: Updates in 10 Years"	"Tao Zhu, Yukuto Sato, Tetsuya Sado, Masaki Miya, Wataru Iwasaki"	Tao Zhu、佐藤行人、佐土哲也、宮正樹、岩崎渉	Molecular Biology and Evolution	43		msad035		INTERNATIONAL	36857197	10.1093/molbev/msad035	
tracking-1181	kanashun	金森 駿介	"kanamori,shunsuke"	Draft genome of six Cuban Anolis lizards and insights into genetic changes during their diversification	"Shunsuke Kanamori, Luis M. D?az, Antonio C?diz, Katsushi Yamaguchi, Shuji Shigenobu, and Masakado Kawata"		BMC Ecology and Evolution	22	1	129	2022-11-04	INTERNATIONAL	36333669	10.1186/s12862-022-02086-7	
tracking-1184	hachiya	八谷 剛史	"HACHIYA,TSUYOSHI"	The NBDC-DDBJ imputation server facilitates the use of controlled access reference panel datasets in Japan	"Tsuyoshi Hachiya, Manabu Ishii, Yosuke Kawai, Seik-Soon Khor, Minae Kawashima, Licht Toyo-Oka, Nobutaka Mitsuhashi, Asami Fukuda, Yuichi Kodama, Takatomo Fujisawa, Katsushi Tokunaga, Toshihisa Takagi"		Hum Genome Var					INTERNATIONAL	36539398		
tracking-1197	m-kawase	川瀬 雅貴	"Kawase,Masaki"	The Expression Dynamics of piRNAs Derived From Male Germline piRNA Clusters and Retrotransposons	"Masaki Kawase, Kenji Ichiyanagi"	川瀬雅貴，一柳健司	Front Cell Dev Biol.					DOMESTIC	35646920	10.3389/fcell.2022.868746	
tracking-1204	skondo	近藤 伸二	"Kondo,Shinji"	Nintedanib induces gene expression changes in the lung of induced-rheumatoid arthritis? associated interstitial lung disease mice	"Shintaro Mikami, Yoko Miura, Shinji Kondo, Kosuke Sakai , Hiroaki Nishimura, Hiroyuki Kyoyama, Gaku Moriyama, Nobuyuki Koyama, Hideki Noguchi, Hirotsugu Ohkubo, Satoshi Kanazawa, Kazutsugu Uematsu"		PLOSONE				2022-06-17	INTERNATIONAL		https://doi.org/10.1371/journal.pone.0270056	
tracking-1213	yuki-maeda	前田 雪	"Maeda,Yuki"	Molecular characterization of Vasa homolog in the pen shell Atrina pectinata: cDNA cloning and expression analysis during gonadal development.	"Yuki Hirano-Maeda,Daisuke Ojima,Masaei Kanematsu"		"Comparative biochemistry and physiology. Part B, Biochemistry & molecular biology"	263		110798	2022-03-29	DOMESTIC	36064136	10.1016/j.cbpb.2022.110798	
tracking-1221	yago	郷 康広	"Go,Yasuhiro"	Uterus-specific transcriptional regulation underlies eggshell pigment production in Japanese quail	"Ishishita S, Kitahara S, Takahashi M, Iwasaki S, Tatsumoto S, Hara I, Kaneko Y, Kinoshita K, Yamaguchi K, Harada A, Ohmori Y, Ohkawa Y, Go Y, Shigenobu S, Matsuda Y*, Suzuki T*"		PLoS One	17		e0265008		INTERNATIONAL		10.1371/journal.pone.0265008	
tracking-1221	yago	郷 康広	"Go,Yasuhiro"	Nicotinic acetylcholine receptors in a songbird brain	"Asogwa NC, Toji N, He Z, Shao C, Shibata Y, Tatsumoto S, Ishikawa H, Go Y, Wada K*"		J Comp Neurol	530		1966-1991		INTERNATIONAL	35344610	10.1002/cne.25314	
tracking-1221	yago	郷 康広	"Go,Yasuhiro"	Cognitive genomics of learning delay and low level of social performance monitoring in macaque	"Ninomiya T, Noritake A, Tatsumoto S, Go Y, Isoda M*"		Sci Rep	12	1	16539		INTERNATIONAL	36192455	10.1038/s41598-022-20948-4	
tracking-1221	yago	郷 康広	"Go,Yasuhiro"	Gene expression profiling of the masticatory muscle tendons and Achilles tendons under tensile strain in the Japanese macaque Macaca fuscata	"Ito K, Go Y, Tatsumoto S, Usui C, Mizuno Y, Ikami E, Isozaki Y, Usui M, Kajihara T, Yoda T, Inoue KI, Takada M, Sato T*"		PLoS One	18		e0280649		INTERNATIONAL	36656905		
tracking-1248	mon0321	門田 有希	"Monden,Yuki"	Mapping of Nematode Resistance in Hexaploid Sweetpotato Using an Next-Generation Sequencing-Based Association Study	" Obata, N., Tabuchi, H., Kurihara, M., Yamamoto, E., Shirasawa, K. and Monden, Y."		Frontiers in Plant Science				2022-03-18	DOMESTIC			
tracking-1248	mon0321	門田 有希	"Monden,Yuki"	Comprehensive survey of transposon mPing insertion sites and transcriptome analysis for identifying candidate genes controlling high protein content of rice.	"Monden, Y., Tanaka, H., Funakoshi, R., Sunayama, S., Yabe, K., Kimoto, E., Matsumiya, K. and Yoshikawa, T."		Frontiers in Plant Science				2022-09-02	DOMESTIC			
tracking-1256	k-ichiyanagi	一柳 健司	"Ichiyanagi,Kenji"	The Expression Dynamics of piRNAs Derived From Male Germline piRNA Clusters and Retrotransposons	"Kawase M., Ichiyanagi K."		Front Cell Dev Biol .	10		868746	2022-05-11	INTERNATIONAL	35646920	10.3389/fcell.2022.868746	
tracking-1256	k-ichiyanagi	一柳 健司	"Ichiyanagi,Kenji"	Sequence divergence and retrotransposon insertion underlie interspecific epigenetic differences in primates	"Hirata M., Ichiyanagi T., Katoh H., Hashimoto T., Suzuki H., Nitta H., Kawase M., Nakai R., Imamura M., Ichiyanagi K."		Mol Biol Evol 	39	10	msac208		INTERNATIONAL	36219870	10.1093/molbev/msac208	
tracking-1319	satoken	佐藤 健吾	"Sato,Kengo"	Direct inference of base-pairing probabilities with neural networks improves prediction of RNA secondary structures with pseudoknots	"Manato Akiyama, Yasubumi Sakakibara, Kengo Sato"		Genes	13	11	2155	2022-11-18	INTERNATIONAL	36421829	10.3390/genes13112155	
tracking-1261	iseki83	井関 洸太朗	"iseki,kohtaro"	Variability of Flowering Sex and Its Effect on Agronomic Trait Expression in White Guinea Yam	"Kohtaro Iseki, Ryo Matsumoto, Olajumoke Olaleye, Motoki Shimizu, Asrat Asfaw"		Frontiers in plant science					INTERNATIONAL		10.3389/fpls.2022.837951	
tracking-1261	iseki83	井関 洸太朗	"iseki,kohtaro"	Comparative assessment of genetic diversity matrices and clustering methods in white Guinea yam (Dioscorea rotundata) based on morphological and molecular markers	"Kwabena Darkwa ,  Paterne Agre ,  Bunmi Olasanmi ,  Kohtaro Iseki ,  Ryo Matsumoto ,  Adrian Powell ,  Guillaume Bauchet ,  David De Koeyer ,  Satoru Muranaka ,  Patrick Adebola ,  Robert Asiedu ,  Ryohei Terauchi ,  Asrat Asfaw"		Scientific Reports					INTERNATIONAL			
tracking-1269	tanakar	田中 龍聖	"tanaka,ryusei"	"The compact genome of Caenorhabditis niphades n. sp., isolated from a wood-boring weevil, Niphades variegatus"	"Simo Sun, Natsumi Kanzaki, Mehmet Dayi, Yasunobu Maeda, Akemi Yoshida, Ryusei Tanaka, Taisei Kikuchi"		BMC Genomics					INTERNATIONAL	36418933	10.1186/s12864-022-09011-8	
tracking-1270	gifu-u-yamamoto	山本 容正	"Yamamoto,Yoshimasa"	Fusion plasmid carrying the colistin resistance gene mcr of Escherichia coli isolated from healthy residents.	"1. Hoang, H. T. T., Higashi, A., Yamaguchi, T., Kawahara, R., Calvopina, M., Bastidas-Caldes, A., Yamamoto, M., Yamamoto, Y."		J Glob Antimicrob Resist				2022-06-12	INTERNATIONAL		10.1016/j.jgar.2022.06.007	
tracking-1275	awa	粟津 暁紀	"awazu,akinori"	Formation of Small-World Network Containing Module Networks in Globally and Locally Coupled Map System with Changes in Global Connection with Time Delay Effects	"Taito Nakanishi, and Akinori Awazu"		J. Phys. Soc. Jpn					INTERNATIONAL			
tracking-1275	awa	粟津 暁紀	"awazu,akinori"	Epigenetic-structural changes in X chromosomes promote Xic pairing during early differentiation of mouse embryonic stem cells	"Tetsushi Komoto, Masashi Fujii, Akinori Awazu"		Biophysics and Physicobiology					INTERNATIONAL			
tracking-1277	kobayashih236	小林 寿美	"KOBAYASHI,HISAMI"	Clostridium folliculivorans sp. nov. isolated from soil samples of an organic paddy in Japan 	Junko Tazawa; Hisami Kobayashi; Yasuhiro Tanizawa; Akira Uchino; Fukuyo Tanaka; Yasufumi Urashima; Shigenori Miura; Mitsuo Sakamoto; Moriya Ohkuma; Masanori Tohno 		International Journal of Systematic and Evolutionary Microbiology					INTERNATIONAL			
tracking-1281	erimbara	林原 絵美子	"Rimbara,Emiko"	無し	無し		無し					DOMESTIC			
tracking-1282	ibrcuser	夏目 俊	"natsume,satoshi"	Genome Analysis Revives a Forgotten Hybrid Crop Edo-dokoro in the Genus Dioscorea	"Satoshi Natsume, Yu Sugihara, Aoi Kudoh, Kaori Oikawa, Motoki Shimizu, Yuko Ishikawa, Masahiro Nishihara, Akira Abe, Hideki Innan, Ryohei Terauchi"		Plant and Cell Physiology					INTERNATIONAL	35876055	10.1093/pcp/pcac109	
tracking-1298	myoshida	吉田 真明	"Yoshida,Masaaki"	Gene Recruitments and Dismissals in the Argonaut Genome Provide Insights into Pelagic Lifestyle Adaptation and Shell-like Eggcase Reacquisition	"Yoshida MA, Hirota K, Imoto J, Okuno M, Tanaka H, Kajitani R, Toyoda A, Itoh T, Ikeo K, Sasaki T, Setiamarga DHE"		Genome Biol Evol.					INTERNATIONAL	36283693	10.1093/gbe/evac140	
tracking-1298	myoshida	吉田 真明	"Yoshida,Masaaki"	Observing Phylum-Level Metazoan Diversity by Environmental DNA Analysis at the Ushimado Area in the Seto Inland Sea	"Kawashima T, Yoshida MA, Miyazawa H, Nakano H, Nakano N, Sakamoto T, Hamada M."		Zoolog Sci.					DOMESTIC	35107003		
tracking-1299	snakaoka	中岡 慎治	"Nakaoka,Shinji"	Evolving neural networks through bio-inspired parent selection in dynamic environments.	"Junya Sunagawa,Ryo Yamaguchi,Shinji Nakaoka"		Bio Systems	218		104686	2021-12-29	DOMESTIC	35525435	10.1016/j.biosystems.2022.104686	
